B3,2
B4,44
C0,7
C2,10
C3,274
C4,190
C5,22
D0,1
D1,7
D2,1188
D3,3513
D4,1235
D5,129
E2,2915
E3,17305
E4,772
E5,439
E6,19
F0,1
F1,517
F2,1926
F3,43077
F4,8940
F5,374
F6,5
G0,280
G1,11030
G2,1083
G3,2617
G4,2595
G5,1173
G6,3
H0,127
H1,79
H2,2152
H3,2560
H4,10
I1,1
I2,119
I3,2
out_of_range,29
