A2,1
A4,6
B2,1
B3,54
B4,180
B5,1
C0,9
C2,259
C3,1596
C4,2047
C5,173
D0,7
D1,20
D2,3302
D3,26477
D4,7129
D5,1516
D6,1
E1,6
E2,3533
E3,14378
E4,4771
E5,3302
E6,240
F0,193
F1,3343
F2,10520
F3,16689
F4,3141
F5,2586
F6,39
G0,2220
G1,14816
G2,10404
G3,7917
G4,3389
G5,1243
H0,1743
H1,1661
H2,7514
H3,4954
H4,52
I0,1
I1,367
I2,1364
I3,48
I4,3
I5,1
out_of_range,280
